Symbol,Chart Pattern,BullishBearish,Start,End,Industry
BBW,Dead-cat bounce,-1,03/10/2022,03/10/2022,Retail (Special Lines)
CPB,Broadening bottom,1,01/26/2022,03/10/2022,Food Processing
CAG,"Double Top, Eve and Eve",-1,01/20/2022,02/18/2022,Food Processing
CLR,Three Rising Valleys,1,12/20/2021,02/15/2022,Petroleum (Producing)
XRAY,"Double Top, Eve and Adam",-1,01/05/2022,02/25/2022,Medical Supplies
DFS,"Double Top, Eve and Eve",-1,01/13/2022,02/15/2022,Financial Services
EVH,"Broadening top, right-angled and ascending",-1,01/27/2022,03/02/2022,Healthcare Information
FE,Pipe bottom,1,02/14/2022,02/22/2022,Electric Utility (East)
FLS,Pipe bottom,1,02/22/2022,02/28/2022,Machinery
HAYN,Pipe bottom,1,02/22/2022,02/28/2022,Building Materials
HURC,"Triangle, symmetrical",1,02/04/2022,03/10/2022,Machinery
IIIN,"Broadening wedge, descending",1,02/02/2022,03/07/2022,Building Materials
IPI,"Flag, high and tight",1,01/24/2022,03/10/2022,Chemical (Diversified)
IVC,Dead-cat bounce,-1,03/09/2022,03/09/2022,Medical Supplies
K,"Double Top, Adam and Adam",-1,02/23/2022,03/07/2022,Food Processing
LAMR,Falling wedge,1,12/01/2021,03/10/2022,Advertising
MTRX,Triple bottom,1,12/29/2021,02/24/2022,Oilfield Svcs/Equipment
NEE,"Double Bottom, Adam and Adam",1,01/28/2022,02/24/2022,Electric Utility (East)
OXY,"Flag, high and tight",1,01/03/2022,03/10/2022,Petroleum (Producing)
PKE,Diamond top,-1,02/28/2022,03/09/2022,Chemical (Specialty)
PTEN,"Flag, high and tight",1,01/24/2022,03/08/2022,Oilfield Svcs/Equipment
SAIC,Triple bottom,1,12/20/2021,02/24/2022,IT Services
SEE,"Double Top, Adam and Eve",-1,01/20/2022,02/18/2022,Packaging and Container
TSCO,Pipe bottom,1,02/22/2022,02/28/2022,Retail Building Supply
SLCA,"Flag, high and tight",1,02/08/2022,03/08/2022,Metals and Mining (Div.)
VMI,Pipe bottom,1,02/22/2022,02/28/2022,Metal Fabricating
AMED,"Double Bottom, Adam and Adam",1,01/28/2022,02/24/2022,Medical Services
AEP,Pipe bottom,1,02/14/2022,02/22/2022,Electric Utility (Central)
AMN,"Double Bottom, Adam and Adam",1,01/24/2022,02/17/2022,Human Resources
APA,Three Rising Valleys,1,12/20/2021,02/24/2022,Petroleum (Producing)
AIZ,Ugly double bottom,1,01/24/2022,02/24/2022,Insurance (Diversified)
BSET,Pipe bottom,1,02/14/2022,02/22/2022,Furn/Home Furnishings
BECN,"Double Bottom, Adam and Adam",1,01/28/2022,02/24/2022,Retail Building Supply
BOOT,Pipe bottom,1,02/14/2022,02/22/2022,Shoe
BLDR,"Double Bottom, Eve and Adam",1,01/28/2022,02/24/2022,Retail Building Supply
BG,Three Rising Valleys,1,12/20/2021,02/24/2022,Food Processing
CACI,"Double Bottom, Adam and Adam",1,01/28/2022,02/24/2022,IT Services
CDNS,Pipe bottom,1,02/14/2022,02/22/2022,Computer Software and Svcs
CENX,"Flag, high and tight",1,01/31/2022,03/03/2022,Metals and Mining (Div.)
CVX,Three Rising Valleys,1,12/20/2021,02/22/2022,Petroleum (Integrated)
CHD,Head-and-shoulders bottom,1,02/16/2022,03/02/2022,Household Products
CLNE,Head-and-shoulders bottom,1,12/15/2021,02/24/2022,Natural Gas (Distributor)
CR,Head-and-shoulders top,-1,02/02/2022,02/16/2022,Diversified Co.
CCRN,Pipe bottom,1,01/18/2022,01/24/2022,Human Resources
EOG,Broadening top,-1,02/04/2022,03/01/2022,Natural Gas (Distributor)
EPAM,Dead-cat bounce,-1,02/28/2022,02/28/2022,IT Services
EQT,Three Rising Valleys,1,01/27/2022,02/24/2022,Natural Gas (Diversified)
FTNT,"Double Bottom, Eve and Adam",1,01/28/2022,02/24/2022,Computer Software and Svcs
GFF,"Double Bottom, Adam and Adam",1,02/04/2022,02/24/2022,Building Materials
HNI,Pipe top,-1,02/14/2022,02/22/2022,Furn/Home Furnishings
IDXX,Pipe bottom,1,02/14/2022,02/22/2022,Drug
INTC,Pipe bottom,1,02/14/2022,02/22/2022,Semiconductor
TILE,Triple bottom,1,01/31/2022,02/24/2022,Furn/Home Furnishings
JKHY,Three Rising Valleys,1,12/02/2021,02/24/2022,IT Services
JAZZ,"Double Bottom, Eve and Adam",1,01/24/2022,02/24/2022,Biotechnology
LDOS,"Double Bottom, Adam and Adam",1,12/20/2021,02/15/2022,IT Services
LLY,Triple bottom,1,01/24/2022,02/24/2022,Drug
LXU,"Flag, high and tight",1,01/28/2022,03/03/2022,Building Materials
MCHX,"Triangle, symmetrical",1,02/15/2022,03/03/2022,Advertising
MOS,Three Rising Valleys,1,12/01/2021,02/23/2022,Chemical (Diversified)
NFG,Triple bottom,1,01/25/2022,02/24/2022,Natural Gas (Diversified)
OGE,Pipe bottom,1,02/14/2022,02/22/2022,Electric Utility (Central)
OMC,"Triangle, symmetrical",1,02/24/2022,03/03/2022,Advertising
OUT,Ugly double bottom,1,01/28/2022,02/23/2022,Advertising
PANW,Pipe bottom,1,02/14/2022,02/22/2022,Computer Software and Svcs
SRE,"Double Bottom, Adam and Adam",1,01/25/2022,02/24/2022,Electric Utility (West)
SWX,Pipe bottom,1,10/04/2021,10/11/2021,Natural Gas (Distributor)
SRDX,Ugly double bottom,1,02/03/2022,02/24/2022,Medical Supplies
TDOC,"Triangle, symmetrical",1,01/20/2022,02/16/2022,Healthcare Information
TG,"Triangle, symmetrical",1,11/11/2021,03/02/2022,Chemical (Specialty)
WMB,Three Rising Valleys,1,12/20/2021,02/22/2022,Natural Gas (Distributor)
WDAY,Pipe bottom,1,02/14/2022,02/22/2022,Computer Software and Svcs
MMM,Triple top,-1,03/30/2022,04/21/2022,Diversified Co.
ADBE,"Double Top, Adam and Eve",-1,03/22/2022,04/04/2022,Computer Software and Svcs
AEIS,"Double Top, Adam and Adam",-1,03/18/2022,03/29/2022,Semiconductor
AES,Pipe top,-1,03/28/2022,04/04/2022,Electric Utility (East)
ALL,"Double Top, Adam and Adam",-1,04/11/2022,04/21/2022,Insurance (Prop/Casualty)
DOX,"Triangle, symmetrical",1,03/29/2022,04/18/2022,IT Services
AFG,"Double Top, Adam and Adam",-1,03/29/2022,04/21/2022,Insurance (Prop/Casualty)
ABC,"Double Top, Adam and Adam",-1,04/08/2022,04/21/2022,Biotechnology
AMGN,Triple top,-1,04/11/2022,04/21/2022,Biotechnology
AMN,Broadening top,-1,03/21/2022,04/28/2022,Human Resources
ATR,Head-and-shoulders top,-1,03/31/2022,04/21/2022,Packaging and Container
AWI,"Double Top, Adam and Eve",-1,03/22/2022,04/21/2022,Building Materials
AGO,Head-and-shoulders top,-1,02/25/2022,04/21/2022,Insurance (Life)
ATO,"Double Top, Eve and Adam",-1,04/11/2022,04/20/2022,Natural Gas (Diversified)
AVA,"Double Top, Adam and Eve",-1,03/07/2022,04/07/2022,Electric Utility (West)
AZTA,"Double Top, Adam and Adam",-1,03/21/2022,03/29/2022,Semiconductor Cap Equip.
BSET,"Triangle, symmetrical",1,04/04/2022,04/21/2022,Furn/Home Furnishings
CE,Broadening top,-1,03/21/2022,04/25/2022,Chemical (Basic)
CNC,"Double Top, Adam and Adam",-1,04/08/2022,04/21/2022,Medical Services
CHKP,"Double Top, Adam and Eve",-1,04/08/2022,04/20/2022,E-Commerce
CHD,"Double Top, Eve and Eve",-1,04/12/2022,04/27/2022,Household Products
CLX,Ugly double bottom,1,03/14/2022,04/19/2022,Household Products
CLR,Pipe top,-1,04/11/2022,04/18/2022,Petroleum (Producing)
COST,"Double Top, Adam and Adam",-1,04/07/2022,04/21/2022,Retail Store
CR,Head-and-shoulders top,-1,03/22/2022,04/21/2022,Diversified Co.
^DJU,"Double Top, Eve and Adam",-1,04/08/2022,04/20/2022,None
^DJI,"Double Top, Adam and Adam",-1,03/29/2022,04/21/2022,None
DRQ,Horn top,-1,04/04/2022,04/18/2022,Oilfield Svcs/Equipment
FIS,"Double Top, Adam and Eve",-1,04/05/2022,04/20/2022,Computer Software and Svcs
FLEX,Pipe top,-1,03/28/2022,04/04/2022,Electronics
FORM,"Double Bottom, Adam and Adam",1,04/11/2022,04/27/2022,Semiconductor
FTNT,"Double Top, Eve and Adam",-1,03/31/2022,04/21/2022,Computer Software and Svcs
FCX,Triple top,-1,03/25/2022,04/18/2022,Metals and Mining (Div.)
GPS,Dead-cat bounce,-1,04/22/2022,04/22/2022,Apparel
HAYN,Pipe top,-1,03/28/2022,04/04/2022,Building Materials
HP,Pipe top,-1,04/11/2022,04/18/2022,Petroleum (Producing)
HON,"Double Top, Eve and Adam",-1,03/29/2022,04/21/2022,Aerospace/Defense
IPI,Pipe top,-1,04/11/2022,04/18/2022,Chemical (Diversified)
ISRG,"Double Top, Eve and Adam",-1,04/04/2022,04/21/2022,Medical Supplies
JKHY,"Double Top, Eve and Eve",-1,04/06/2022,04/21/2022,IT Services
JBLU,Three Falling Peaks,-1,02/16/2022,04/21/2022,Air Transport
LHX,"Double Top, Eve and Adam",-1,04/08/2022,04/19/2022,Aerospace/Defense
LH,"Double Top, Adam and Adam",-1,04/11/2022,04/21/2022,Medical Services
LAMR,"Double Top, Eve and Adam",-1,03/31/2022,04/21/2022,Advertising
LLY,Pipe top,-1,04/11/2022,04/11/2022,Drug
LOW,Diamond bottom,1,04/12/2022,04/28/2022,Retail Building Supply
MANH,Triple top,-1,03/22/2022,04/21/2022,IT Services
MA,"Double Bottom, Eve and Adam",1,04/13/2022,04/26/2022,Financial Services
NCR,Dead-cat bounce,-1,04/27/2022,04/27/2022,IT Services
NJR,Triple top,-1,04/01/2022,04/21/2022,Natural Gas (Distributor)
NUS,Head-and-shoulders bottom,1,03/01/2022,03/24/2022,Toiletries/Cosmetics
OXY,"Double Top, Eve and Eve",-1,03/23/2022,04/21/2022,Petroleum (Producing)
OLN,Pipe top,-1,04/11/2022,04/18/2022,Chemical (Basic)
ASGN,Broadening top,-1,03/18/2022,04/27/2022,Human Resources
PAYX,"Double Top, Eve and Adam",-1,04/06/2022,04/21/2022,IT Services
PLXS,"Double Bottom, Eve and Eve",1,04/11/2022,04/25/2022,Electronics
PRU,"Double Top, Eve and Adam",-1,03/29/2022,04/21/2022,Insurance (Life)
RJF,Pipe top,-1,04/11/2022,04/18/2022,Securities Brokerage
ROK,Head-and-shoulders top,-1,03/09/2022,04/21/2022,Diversified Co.
RES,Pipe top,-1,04/11/2022,04/18/2022,Oilfield Svcs/Equipment
SCHW,"Double Top, Adam and Adam",-1,03/22/2022,03/29/2022,Securities Brokerage
SCS,"Double Bottom, Adam and Adam",1,03/24/2022,04/07/2022,Furn/Home Furnishings
SRDX,"Double Top, Adam and Adam",-1,03/31/2022,04/21/2022,Medical Supplies
TDOC,Dead-cat bounce,-1,04/28/2022,04/28/2022,Healthcare Information
TMO,Head-and-shoulders top,-1,03/31/2022,04/20/2022,Precision Instrument
VFC,"Double Top, Adam and Adam",-1,03/29/2022,04/21/2022,Apparel
VRSN,Pipe top,-1,03/28/2022,04/04/2022,Internet
WEX,Head-and-shoulders top,-1,02/16/2022,04/21/2022,Information Services
IHI,"Double Top, Adam and Adam",-1,04/08/2022,04/21/2022,Medical Supplies
AJRD,"Double Top, Adam and Eve",-1,04/07/2022,04/14/2022,Diversified Co.
ALK,Pipe bottom,1,04/04/2022,04/11/2022,Air Transport
AMN,Pipe bottom,1,03/07/2022,03/14/2022,Human Resources
APH,"Double Top, Adam and Adam",-1,03/21/2022,03/29/2022,Electronics
AON,Ugly double bottom,1,01/28/2022,02/24/2022,Insurance (Diversified)
AXS,Pipe top,-1,03/28/2022,04/04/2022,Insurance (Prop/Casualty)
BECN,Pipe bottom,1,04/04/2022,04/11/2022,Retail Building Supply
BERY,"Double Bottom, Adam and Adam",1,04/07/2022,04/18/2022,Packaging and Container
BIO,Pipe bottom,1,03/07/2022,03/14/2022,Medical Supplies
BIIB,Ugly double bottom,1,03/14/2022,04/06/2022,Biotechnology
BA,Pipe bottom,1,03/07/2022,03/14/2022,Aerospace/Defense
BFH,Pipe bottom,1,04/04/2022,04/11/2022,Information Services
CBT,Pipe bottom,1,04/04/2022,04/11/2022,Chemical (Diversified)
CRL,Pipe bottom,1,03/07/2022,03/14/2022,Biotechnology
CHS,Pipe bottom,1,03/07/2022,03/14/2022,Apparel
CGNX,Pipe top,-1,03/28/2022,04/04/2022,Precision Instrument
CTSH,"Double Top, Adam and Adam",-1,03/22/2022,03/29/2022,IT Services
CSGS,"Triangle, ascending",1,03/08/2022,04/21/2022,IT Services
CTS,"Double Bottom, Adam and Adam",1,04/11/2022,04/18/2022,Electronics
DVN,Pipe bottom,1,03/28/2022,04/04/2022,Natural Gas (Diversified)
DDS,Broadening bottom,1,12/20/2021,03/02/2022,Retail Store
DFS,Ugly double bottom,1,03/08/2022,04/07/2022,Financial Services
DRQ,"Double Top, Adam and Adam",-1,04/04/2022,04/19/2022,Oilfield Svcs/Equipment
EMN,"Double Bottom, Adam and Adam",1,04/07/2022,04/19/2022,Chemical (Diversified)
EPAM,"Triangle, symmetrical",1,03/25/2022,04/21/2022,IT Services
EQT,"Flag, high and tight",1,02/10/2022,04/21/2022,Natural Gas (Diversified)
FWRD,Pipe bottom,1,04/04/2022,04/11/2022,Trucking/Transp. Leasing
FCX,Three Rising Valleys,1,01/28/2022,03/15/2022,Metals and Mining (Div.)
FRD,"Scallop, ascending",1,03/31/2022,04/20/2022,Building Materials
IT,Ugly double bottom,1,03/07/2022,04/11/2022,IT Services
GPRO,Ugly double bottom,1,03/14/2022,04/11/2022,Electronics
HL,Head-and-shoulders bottom,1,03/15/2022,04/06/2022,Metals and Mining (Div.)
HD,Head-and-shoulders bottom,1,03/31/2022,04/18/2022,Retail Building Supply
IIIN,"Double Bottom, Adam and Eve",1,02/24/2022,04/06/2022,Building Materials
ITGR,"Double Bottom, Adam and Adam",1,03/23/2022,04/06/2022,Electronics
INTC,Pipe top,-1,03/21/2022,03/28/2022,Semiconductor
IPG,Ugly double bottom,1,03/08/2022,03/23/2022,Advertising
ISRG,Pipe top,-1,03/28/2022,04/04/2022,Medical Supplies
KMT,Pipe bottom,1,04/04/2022,04/11/2022,Metal Fabricating
L,"Scallop, ascending and inverted",1,03/07/2022,04/07/2022,Insurance (Prop/Casualty)
NCR,Pipe bottom,1,04/04/2022,04/11/2022,IT Services
NFLX,Dead-cat bounce,-1,04/20/2022,04/20/2022,Internet
NWL,Pipe bottom,1,03/28/2022,04/04/2022,Household Products
NEU,Rising wedge,-1,03/04/2022,04/21/2022,Chemical (Specialty)
NKE,Pipe bottom,1,04/04/2022,04/11/2022,Shoe
NWPX,"Double Bottom, Eve and Eve",1,03/30/2022,04/07/2022,Building Materials
OGE,"Scallop, ascending",1,03/04/2022,04/06/2022,Electric Utility (Central)
ASGN,Ugly double bottom,1,03/08/2022,04/11/2022,Human Resources
PDCO,Diamond top,-1,04/08/2022,04/21/2022,Medical Supplies
PFE,"Double Top, Eve and Eve",-1,03/21/2022,04/11/2022,Drug
PINC,Triple bottom,1,02/28/2022,03/24/2022,Healthcare Information
PHM,Pipe bottom,1,04/04/2022,04/11/2022,Homebuilding
DGX,"Double Bottom, Eve and Adam",1,04/06/2022,04/18/2022,Medical Services
RNG,"Double Top, Adam and Adam",-1,03/22/2022,03/29/2022,Computer Software and Svcs
SAIA,"Double Bottom, Adam and Adam",1,04/08/2022,04/18/2022,Trucking/Transp. Leasing
LUV,Ugly double bottom,1,03/07/2022,04/11/2022,Air Transport
SWN,"Flag, high and tight",1,02/22/2022,04/21/2022,Natural Gas (Diversified)
SXI,Triple top,-1,02/09/2022,03/21/2022,Diversified Co.
SNPS,Pipe top,-1,03/28/2022,04/04/2022,Computer Software and Svcs
TGT,Pipe bottom,1,03/28/2022,04/04/2022,Retail Store
TECH,Broadening top,-1,03/18/2022,04/07/2022,Biotechnology
TKR,Pipe bottom,1,04/04/2022,04/11/2022,Metal Fabricating
TJX,Three Rising Valleys,1,03/08/2022,04/07/2022,Retail Store
TRV,"Double Top, Eve and Eve",-1,03/28/2022,04/11/2022,Insurance (Prop/Casualty)
UGI,Ugly double bottom,1,03/11/2022,04/14/2022,Natural Gas (Distributor)
VEEV,Pipe top,-1,03/28/2022,04/04/2022,Healthcare Information
VC,Horn top,-1,03/14/2022,03/28/2022,Electronics
WLK,Pipe bottom,1,04/04/2022,04/11/2022,Chemical (Basic)
ZBRA,Triple top,-1,03/18/2022,04/04/2022,Computers and Peripherals
ABT,"Triangle, symmetrical",1,03/21/2022,04/06/2022,Medical Supplies
AMD,Pipe top,-1,01/31/2022,02/07/2022,Semiconductor
APD,Diamond top,-1,03/29/2022,04/07/2022,Chemical (Diversified)
ATSG,Pipe top,-1,03/21/2022,03/28/2022,Air Transport
AA,Three Rising Valleys,1,12/03/2021,03/15/2022,Aerospace/Defense
AMGN,Ugly double bottom,1,02/24/2022,03/10/2022,Biotechnology
APH,Triple bottom,1,02/24/2022,03/14/2022,Electronics
AON,Three Rising Valleys,1,01/28/2022,03/08/2022,Insurance (Diversified)
APOG,"Double Top, Eve and Eve",-1,03/18/2022,03/29/2022,Building Materials
AMAT,Pipe bottom,1,03/07/2022,03/14/2022,Semiconductor Cap Equip.
AWI,"Triangle, symmetrical",1,03/22/2022,04/07/2022,Building Materials
ASH,Flag,1,03/31/2022,04/07/2022,Chemical (Basic)
AZTA,Ugly double bottom,1,03/15/2022,03/24/2022,Semiconductor Cap Equip.
BMI,Pipe bottom,1,03/07/2022,03/14/2022,Precision Instrument
BECN,Triple top,-1,03/16/2022,03/29/2022,Retail Building Supply
BERY,"Double Top, Eve and Adam",-1,03/22/2022,03/29/2022,Packaging and Container
BBY,Pipe top,-1,02/28/2022,03/07/2022,Retail (Special Lines)
BIG,"Double Bottom, Adam and Adam",1,02/24/2022,03/14/2022,Retail Store
BMRN,Three Rising Valleys,1,02/24/2022,03/15/2022,Biotechnology
BKH,"Triangle, symmetrical",1,03/07/2022,03/23/2022,Electric Utility (West)
BRC,Pipe bottom,1,03/07/2022,03/14/2022,Chemical (Diversified)
BLDR,"Double Top, Eve and Eve",-1,03/03/2022,03/18/2022,Retail Building Supply
BG,Three Rising Valleys,1,01/24/2022,03/16/2022,Food Processing
CDNS,Pipe bottom,1,03/07/2022,03/14/2022,Computer Software and Svcs
CF,Three Rising Valleys,1,12/01/2021,02/15/2022,Chemical (Basic)
CVX,"Triangle, symmetrical",1,03/10/2022,04/07/2022,Petroleum (Integrated)
CLNE,"Triangle, symmetrical",1,03/11/2022,03/29/2022,Natural Gas (Distributor)
CMCO,Pipe top,-1,03/21/2022,03/28/2022,Machinery
COP,Pipe top,-1,03/21/2022,03/28/2022,Petroleum (Integrated)
GLW,"Scallop, descending and inverted",-1,03/14/2022,04/07/2022,Telecom. Equipment
CRH,Pipe top,-1,03/14/2022,03/21/2022,Cement and Aggregates
CROX,"Double Top, Eve and Adam",-1,03/22/2022,03/29/2022,Shoe
DUK,Ugly double bottom,1,02/24/2022,03/16/2022,Electric Utility (East)
EXP,Falling wedge,1,02/24/2022,03/31/2022,Cement and Aggregates
EBAY,"Double Bottom, Adam and Adam",1,02/24/2022,03/14/2022,Internet
WIRE,Pipe top,-1,03/14/2022,03/21/2022,Metals and Mining (Div.)
EFX,"Double Top, Eve and Eve",-1,03/18/2022,03/29/2022,Information Services
EXC,Ugly double bottom,1,02/24/2022,03/16/2022,Electric Utility (East)
EXPD,"Double Top, Eve and Adam",-1,03/21/2022,03/29/2022,Air Transport
EZPW,Ugly double bottom,1,03/08/2022,04/04/2022,Financial Services
FFIV,Big W,1,01/26/2022,03/14/2022,Internet
FE,Ugly double bottom,1,02/24/2022,03/18/2022,Electric Utility (East)
FMC,Three Rising Valleys,1,12/20/2021,02/24/2022,Chemical (Basic)
FORM,Pipe bottom,1,03/07/2022,03/14/2022,Semiconductor
FTNT,Pipe bottom,1,03/07/2022,03/14/2022,Computer Software and Svcs
GPRO,Pipe bottom,1,03/07/2022,03/14/2022,Electronics
GES,Pipe bottom,1,03/07/2022,03/14/2022,Apparel
HBI,"Triangle, symmetrical",1,02/24/2022,03/31/2022,Apparel
HLIT,"Triangle, symmetrical",1,02/16/2022,03/15/2022,Telecom. Equipment
HSIC,Broadening top,-1,03/21/2022,04/07/2022,Medical Supplies
HD,Pipe top,-1,03/14/2022,03/21/2022,Retail Building Supply
HUBG,Triple top,-1,01/03/2022,03/03/2022,Trucking/Transp. Leasing
IDXX,Pipe bottom,1,03/07/2022,03/14/2022,Drug
ITW,Head-and-shoulders bottom,1,02/24/2022,03/24/2022,Metal Fabricating
ILMN,Pipe bottom,1,03/07/2022,03/14/2022,Biotechnology
INTU,Ugly double bottom,1,03/14/2022,03/25/2022,Computer Software and Svcs
KLAC,"Double Bottom, Adam and Eve",1,03/08/2022,03/14/2022,Semiconductor Cap Equip.
LRCX,Pipe bottom,1,03/07/2022,03/14/2022,Semiconductor Cap Equip.
LAWS,Broadening bottom,1,03/14/2022,04/06/2022,Metal Fabricating
MTSI,Pipe bottom,1,03/07/2022,03/14/2022,Semiconductor
MAN,Ugly double bottom,1,03/08/2022,03/24/2022,Human Resources
MCHX,Pipe bottom,1,07/27/2020,08/03/2020,Advertising
MTRN,"Double Top, Adam and Adam",-1,03/22/2022,04/05/2022,Metals and Mining (Div.)
MCO,Pipe bottom,1,03/07/2022,03/14/2022,Information Services
MLI,Pipe top,-1,03/14/2022,03/21/2022,Metal Fabricating
NFG,Ugly double bottom,1,02/24/2022,03/14/2022,Natural Gas (Diversified)
NJR,"Scallop, ascending",1,03/08/2022,04/01/2022,Natural Gas (Distributor)
NKE,"Double Top, Adam and Eve",-1,03/22/2022,03/30/2022,Shoe
OGE,Ugly double bottom,1,02/24/2022,03/16/2022,Electric Utility (Central)
PKG,"Double Top, Eve and Adam",-1,03/21/2022,03/30/2022,Packaging and Container
PNW,Ugly double bottom,1,02/24/2022,03/16/2022,Electric Utility (West)
POR,Ugly double bottom,1,02/24/2022,03/18/2022,Electric Utility (West)
PPG,Ugly double bottom,1,03/08/2022,03/28/2022,Chemical (Diversified)
PG,Pipe bottom,1,03/07/2022,03/14/2022,Household Products
PEG,Ugly double bottom,1,02/24/2022,03/10/2022,Electric Utility (East)
KWR,Pipe bottom,1,03/07/2022,03/14/2022,Chemical (Specialty)
DGX,"Double Top, Eve and Adam",-1,03/18/2022,03/29/2022,Medical Services
RL,"Double Top, Adam and Adam",-1,03/18/2022,03/29/2022,Apparel
RMBS,Pipe top,-1,03/21/2022,03/28/2022,Semiconductor Cap Equip.
RLI,Ugly double bottom,1,02/24/2022,03/24/2022,Insurance (Prop/Casualty)
RHI,"Double Top, Adam and Adam",-1,03/21/2022,03/29/2022,Human Resources
ROK,"Double Bottom, Adam and Adam",1,02/24/2022,03/14/2022,Diversified Co.
ROST,Pipe bottom,1,03/07/2022,03/14/2022,Retail (Special Lines)
SAIA,"Double Top, Eve and Adam",-1,03/02/2022,03/18/2022,Trucking/Transp. Leasing
CRM,Triple top,-1,03/22/2022,04/04/2022,E-Commerce
SAIC,Ugly double bottom,1,02/24/2022,03/16/2022,IT Services
SMG,"Double Top, Eve and Eve",-1,03/21/2022,03/29/2022,Chemical (Basic)
SEE,"Roof, inverted",-1,12/29/2021,04/07/2022,Packaging and Container
SHW,Pipe bottom,1,03/07/2022,03/14/2022,Chemical (Basic)
SLGN,Triple bottom,1,12/20/2021,02/24/2022,Packaging and Container
SKX,Pipe bottom,1,03/07/2022,03/14/2022,Shoe
SO,"Triangle, symmetrical",1,03/07/2022,03/23/2022,Electric Utility (East)
SCCO,"Double Top, Adam and Adam",-1,03/22/2022,04/04/2022,Metals and Mining (Div.)
SSYS,Triple bottom,1,02/24/2022,03/15/2022,Electronics
SRDX,"Double Bottom, Adam and Adam",1,03/14/2022,03/24/2022,Medical Supplies
TECH,Ugly double bottom,1,01/24/2022,02/24/2022,Biotechnology
TDOC,Pipe bottom,1,03/07/2022,03/14/2022,Healthcare Information
TPX,Pipe top,-1,03/14/2022,03/21/2022,Furn/Home Furnishings
TXT,"Double Top, Eve and Eve",-1,03/21/2022,03/30/2022,Diversified Co.
TOL,"Triangle, symmetrical",1,02/09/2022,03/30/2022,Homebuilding
UGI,Pipe bottom,1,03/07/2022,03/14/2022,Natural Gas (Distributor)
UPS,"Double Top, Adam and Adam",-1,03/17/2022,03/29/2022,Air Transport
VFC,Ugly double bottom,1,03/08/2022,03/23/2022,Apparel
VMI,Triple top,-1,03/22/2022,04/04/2022,Metal Fabricating
VEEV,Pipe bottom,1,03/07/2022,03/14/2022,Healthcare Information
VRSN,Pipe bottom,1,03/07/2022,03/14/2022,Internet
WMT,Ugly double bottom,1,02/24/2022,03/23/2022,Retail Store
WSO,"Double Top, Adam and Adam",-1,03/21/2022,03/31/2022,Retail Building Supply
WSM,Pipe top,-1,03/14/2022,03/21/2022,Retail (Special Lines)
WOLF,Pipe bottom,1,03/07/2022,03/14/2022,Semiconductor
XEL,Ugly double bottom,1,02/24/2022,03/16/2022,Electric Utility (West)
ANF,Dead-cat bounce,-1,05/24/2022,05/24/2022,Apparel
AYI,"Double Bottom, Adam and Eve",1,05/12/2022,05/24/2022,Furn/Home Furnishings
